wavelength_Angstroms,flux,uncertainty
13013.89,0.4688,0.03
13014.08,0.5479,0.03
13014.26,0.6053,0.03
13014.45,0.7483,0.03
13014.63,0.9137,0.03
13014.82,0.9786,0.03
13015.0,0.9791,0.03
13015.19,1.0263,0.03
13015.37,0.9894,0.03
13015.56,1.0216,0.03
13015.74,1.0526,0.03
13015.93,0.9744,0.03
13016.11,0.9625,0.03
13016.29,0.9348,0.03
13016.48,0.8278,0.03
13016.66,0.8803,0.03
13016.85,0.8256,0.03
13017.03,0.8058,0.03
13017.22,0.8332,0.03
13017.4,0.8429,0.03
