wavelength_Angstroms,flux,uncertainty
13013.89,0.8919,0.06
13014.08,0.8742,0.06
13014.26,0.8651,0.06
13014.45,0.9576,0.06
13014.63,0.8474,0.06
13014.82,0.9057,0.06
13015.0,0.8608,0.06
13015.19,0.9405,0.06
13015.37,0.9722,0.06
13015.56,1.0018,0.06
13015.74,0.8988,0.06
13015.93,0.9614,0.06
13016.11,1.0023,0.06
13016.29,0.9818,0.06
13016.48,0.8185,0.06
13016.66,0.6853,0.06
13016.85,0.7311,0.06
13017.03,0.8556,0.06
13017.22,0.7834,0.06
13017.4,0.7039,0.06
