wavelength_Angstroms,flux,uncertainty
13013.71,0.6461,0.04
13013.89,0.6753,0.04
13014.08,0.6413,0.04
13014.26,0.6878,0.04
13014.45,0.6909,0.04
13014.63,0.7336,0.04
13014.82,0.6405,0.04
13015.0,0.76,0.04
13015.19,0.7294,0.04
13015.37,0.7416,0.04
13015.56,0.7381,0.04
13015.74,0.7559,0.04
13015.93,0.7863,0.04
13016.11,0.7671,0.04
13016.29,0.732,0.04
13016.48,0.7675,0.04
13016.66,0.8862,0.04
13016.85,0.9255,0.04
13017.03,0.9637,0.04
13017.22,0.977,0.04
13017.4,0.9381,0.04
