wavelength_Angstroms,flux,uncertainty
13013.89,0.7316,0.07
13014.08,0.6818,0.07
13014.26,0.5946,0.07
13014.45,0.807,0.07
13014.63,0.7518,0.07
13014.82,0.9166,0.07
13015.0,0.9618,0.07
13015.19,1.0347,0.07
13015.37,1.1881,0.07
13015.56,0.9939,0.07
13015.74,0.9756,0.07
13015.93,0.9175,0.07
13016.11,0.8984,0.07
13016.29,0.7945,0.07
13016.48,0.8879,0.07
13016.66,0.9586,0.07
13016.85,0.8138,0.07
13017.03,0.8654,0.07
13017.22,1.1189,0.07
13017.4,1.1073,0.07
