wavelength_Angstroms,flux,uncertainty
13014.08,0.7866,0.09
13014.26,0.9055,0.09
13014.45,0.6514,0.09
13014.63,1.042,0.09
13014.82,0.8034,0.09
13015.0,0.8971,0.09
13015.19,0.7998,0.09
13015.37,0.7625,0.09
13015.56,1.0143,0.09
13015.74,1.0117,0.09
13015.93,0.9714,0.09
13016.11,0.8846,0.09
13016.29,0.8722,0.09
13016.48,0.851,0.09
13016.66,0.8515,0.09
13016.85,0.9133,0.09
13017.03,0.8613,0.09
13017.22,0.9794,0.09
13017.4,0.8606,0.09
