wavelength_Angstroms,flux,uncertainty
13013.89,0.5852,0.11
13014.08,0.9504,0.11
13014.26,0.917,0.11
13014.45,0.9615,0.11
13014.63,0.8913,0.11
13014.82,0.9519,0.11
13015.0,0.8072,0.11
13015.19,1.0174,0.11
13015.37,0.8147,0.11
13015.56,1.0716,0.11
13015.74,0.8118,0.11
13015.93,0.7687,0.11
13016.11,0.9284,0.11
13016.29,0.8653,0.11
13016.48,0.9142,0.11
13016.66,1.0785,0.11
13016.85,1.1563,0.11
13017.03,1.0067,0.11
13017.22,0.9764,0.11
13017.4,1.3487,0.11
